ProjectNumber,BudgetYear,CostType,CostAmount
6638,2016,Labor,7060.31
6638,2017,Labor,1718.2
6639,2013,Labor,12072.79
6639,2014,Labor,36450.26
6639,2014,Material,147738.98
6639,2015,Labor,7272.95
6639,2015,Material,24256.97
6639,2016,Labor,38384.39
6639,2016,Material,403235.15
6639,2017,Labor,22427.69
6639,2017,Material,216635.98
6639,2018,Labor,19243.82
6639,2018,Material,14276
6639,2019,Labor,29277.36
6639,2019,Material,96480.61
6640,2013,Labor,5175.09
6640,2014,Labor,46878.04
6640,2014,Material,452527.57
6640,2015,Labor,130.05
6641,2013,Material,23530.62
6641,2014,Material,50983.35
6642,2013,Material,10000
6642,2014,Material,25000
6643,2013,Labor,65.66
6643,2013,Material,12399
6643,2014,Labor,11398.02
6643,2014,Material,68798.45
6643,2015,Labor,1330.96
6643,2015,Material,2875.57
6643,2016,Labor,227.46
6644,2013,Labor,1681.39
6644,2013,Material,61967.75
6644,2014,Labor,8656.15
6644,2014,Material,33104.44
6644,2015,Labor,230.39
6644,2015,Material,53651.93
6644,2016,Material,54881.63
6644,2017,Labor,3163.19
6644,2017,Material,65853.09
6644,2018,Labor,1831.25
6644,2018,Material,75846.58
6644,2019,Material,215
6645,2013,Labor,3717.68
6645,2013,Material,372.6
6645,2014,Labor,29425.68
6645,2014,Material,256250
6646,2013,Material,26300
6647,2013,Labor,362.7
6647,2014,Labor,3786.18
6647,2016,Labor,325.27
6647,2017,Labor,7434.29
6648,2014,Labor,10894.57
6648,2014,Material,665548.06
6648,2015,Labor,294.07
6648,2016,Labor,572.43
6648,2016,Material,21896.64
6649,2013,Labor,915.96
6649,2014,Labor,3978.15
6649,2015,Labor,2132.3
6649,2015,Material,670293.52
6649,2016,Labor,107.34
6650,2013,Material,21181.91
6650,2014,Material,12907
6651,2014,Labor,102561.78
6651,2014,Material,134678.66
6652,2013,Labor,432.96
6652,2013,Material,250
6652,2014,Labor,8891.65
6652,2014,Material,90309.35
6653,2014,Labor,15723.65
6653,2015,Labor,8516.07
6653,2016,Labor,6053.4
6653,2017,Labor,7421.33
6653,2018,Labor,41770.9
6653,2018,Material,378.84
6653,2019,Labor,17025.63
6653,2019,Material,11283.3
6654,2014,Labor,18315.94
6654,2014,Material,55042.42
6654,2015,Labor,1478.34
6654,2015,Material,2359.92
6654,2016,Labor,38884.35
6654,2016,Material,31038.71
6655,2014,Material,389618.89
6655,2015,Labor,2852.96
6655,2015,Material,221387.93
6655,2016,Labor,2838.02
6655,2016,Material,345483.4
6655,2017,Labor,5216.66
6655,2017,Material,32006.85
6655,2018,Labor,2281.35
6655,2018,Material,15086.62
6656,2014,Labor,18535.5
6656,2015,Labor,34951.03
6656,2015,Material,62634.17
6656,2016,Labor,60668.55
6656,2016,Material,73555.66
6656,2017,Labor,77074.43
6656,2017,Material,40563.4
6656,2018,Labor,60468.4
6656,2019,Labor,10166.11
6657,2014,Labor,29193.27
6657,2014,Material,4865.2
6657,2015,Labor,51619.41
6657,2015,Material,167514.55
6657,2016,Labor,48505.63
6657,2016,Material,142854.11
6657,2017,Labor,47648.04
6657,2017,Material,2852287.49
6657,2018,Labor,719.59
6658,2014,Labor,21198.22
6658,2014,Material,121625.94
6658,2015,Labor,5400.98
6658,2015,Material,72831.7
6659,2014,Labor,173332
6659,2014,Material,159124.72
6659,2015,Labor,136.53
6659,2015,Material,5122.55
6660,2014,Labor,7621.71
6660,2014,Material,18576.72
6660,2015,Labor,847.46
6660,2015,Material,6.38
6660,2016,Labor,6000.66
6660,2016,Material,15000
6660,2017,Labor,586.73
6660,2017,Material,0
6661,2014,Labor,36591.53
6661,2014,Material,167747.22
6661,2015,Labor,629.94
6662,2014,Labor,9182.13
6662,2014,Material,72260.15
6662,2015,Labor,32367.06
6662,2015,Material,142069.53
6662,2016,Labor,27093.55
6662,2016,Material,150003.03
6662,2017,Labor,32474.24
6662,2017,Material,126021.16
6662,2018,Labor,72331.55
6662,2018,Material,117131.81
6662,2019,Labor,1440.61
6662,2019,Material,2374.83
6663,2014,Labor,7300.36
6663,2014,Material,185174.4
6663,2015,Labor,38832.63
6663,2015,Material,227380.13
6663,2016,Labor,39779.3
6663,2016,Material,195266.6
6663,2017,Labor,48644.42
6663,2017,Material,246040.29
6663,2018,Labor,7023.82
6663,2018,Material,24735.23
6664,2014,Labor,339.59
6664,2014,Material,102363.71
6664,2015,Labor,14531.11
6664,2015,Material,43322.04
6664,2016,Labor,18631.17
6664,2016,Material,90138.85
6664,2017,Labor,25514.32
6664,2017,Material,88149.37
6664,2018,Labor,6044.76
6664,2018,Material,11262.68
6665,2014,Labor,11793.78
6665,2014,Material,17609.18
6666,2014,Labor,28656.47
6666,2014,Material,34276.75
6666,2015,Labor,44377.8
6666,2015,Material,28054.56
6667,2014,Labor,27888.19
6667,2014,Material,32304.17
6667,2015,Labor,196.73
6667,2015,Material,5615.6
6668,2014,Labor,18883.16
6668,2014,Material,14895.09
6668,2015,Material,41
6669,2014,Material,22940.54
6670,2014,Labor,631.6
6670,2014,Material,46500
6671,2014,Material,39069.65
6671,2015,Labor,469.04
6672,2014,Labor,8567.96
6672,2014,Material,5812.93
6672,2015,Labor,28494.8
6672,2015,Material,19159.29
6672,2016,Labor,31379.62
6672,2016,Material,34615.64
6672,2017,Labor,712.01
6672,2017,Material,52895.67
6672,2018,Labor,4060.82
6672,2018,Material,132236.23
6672,2019,Labor,84628.63
6672,2019,Material,233512.65
6673,2014,Material,312756.11
6673,2015,Material,64502.45
6674,2014,Material,30710.73
6674,2016,Material,31887.88
6675,2014,Material,48916.71
6675,2015,Material,41593.54
6675,2016,Material,0
6676,2014,Material,1268.81
6677,2016,Material,28320.07
6678,2014,Labor,3080.79
6678,2014,Material,920553.43
6679,2014,Labor,7058.86
6679,2014,Material,5900
6679,2015,Labor,15580.84
6679,2015,Material,192128
6680,2014,Labor,703.53
6680,2014,Material,2158.06
6680,2015,Labor,763.09
6680,2015,Material,4233
6680,2016,Labor,803.04
6680,2016,Material,4962.13
6680,2017,Labor,313.59
6680,2017,Material,6432.21
6680,2018,Material,5049.08
6681,2014,Labor,665.13
6681,2015,Labor,1074.43
6682,2014,Material,14753
6683,2014,Labor,6002.88
6683,2014,Material,1206
6683,2015,Labor,18372.13
6683,2015,Material,129600
6683,2016,Labor,22149.79
6683,2016,Material,91000
6683,2017,Labor,50654.2
6683,2017,Material,118407.2
6683,2018,Labor,31141.28
6683,2018,Material,101250
6683,2019,Labor,10594.91
6683,2019,Material,42384.38
6684,2014,Labor,5450.21
6684,2015,Labor,11377.99
6684,2015,Material,54783.14
6685,2014,Labor,11678.58
6685,2014,Material,10888.82
6685,2015,Labor,30447.4
6685,2015,Material,207454.15
6685,2016,Labor,164832.06
6685,2016,Material,120106.66
6685,2017,Labor,20074.55
6685,2017,Material,8087.76
6685,2018,Labor,229.49
6686,2014,Material,37096.56
6686,2015,Labor,72110.65
6686,2015,Material,117029.08
6686,2016,Labor,45071.04
6686,2016,Material,44033.62
6686,2018,Labor,2335.05
6686,2019,Labor,10546.12
6686,2019,Material,556.58
6687,2014,Labor,10093.52
6687,2014,Material,11447.46
6687,2015,Labor,74206.1
6687,2015,Material,198644.42
6687,2016,Labor,84170.91
6687,2016,Material,396853.55
6687,2017,Labor,217523.28
6687,2017,Material,1205413.57
6687,2018,Labor,171805.98
6687,2018,Material,2593047.61
6687,2019,Labor,188881.81
6687,2019,Material,4794173.82
6688,2014,Labor,2357.21
6688,2015,Labor,309.78
6689,2014,Labor,1633.26
6689,2015,Labor,560.04
6689,2015,Material,5.32
6689,2016,Labor,11571.88
6689,2016,Material,45.6
6689,2017,Labor,5366.67
6689,2017,Material,1069.16
6690,2014,Labor,4551.78
6690,2014,Material,2239.34
6690,2015,Labor,19436.8
6690,2015,Material,5046.11
6690,2016,Labor,18065.31
6690,2016,Material,5099.8
6690,2017,Labor,19832.58
6690,2017,Material,4352.79
6690,2018,Labor,13277.82
6690,2018,Material,10517.29
6690,2019,Labor,4763.14
6690,2019,Material,9185.96
6691,2014,Labor,3542.66
6691,2014,Material,1581.69
6691,2015,Labor,28212.28
6691,2015,Material,13443.61
6691,2016,Labor,20061.93
6691,2016,Material,25041.72
6691,2017,Labor,17784.58
6691,2017,Material,4299.64
6691,2018,Labor,22208.28
6691,2018,Material,2240.98
6691,2019,Labor,7463.31
6692,2014,Labor,494.92
6692,2015,Labor,86.71
6692,2015,Material,747796.17
6692,2016,Labor,41.57
6692,2016,Material,950060.17
6692,2017,Labor,330.71
6692,2017,Material,452143.66
6692,2018,Labor,45.6
6693,2014,Labor,205.91
6693,2015,Labor,25822.75
6693,2015,Material,139668.95
6693,2016,Labor,46205.41
6693,2016,Material,765038.06
6693,2017,Labor,17178.3
6693,2017,Material,272511.35
6693,2018,Labor,471.32
6694,2014,Labor,10937.43
6694,2014,Material,60168.21
6694,2015,Labor,86581.25
6694,2015,Material,546953.35
6694,2016,Labor,253350.73
6694,2016,Material,3942891.04
6694,2017,Labor,16716.63
6694,2017,Material,348810.85
6694,2018,Labor,869.24
6694,2018,Material,17250
6695,2014,Labor,6444.38
6695,2015,Labor,15516.53
6695,2016,Labor,7598.09
6695,2017,Labor,21124.12
6695,2018,Labor,20270.46
6695,2019,Labor,1708.4
6696,2014,Labor,653.24
6696,2015,Labor,12564.32
6696,2015,Material,10766.52
6696,2017,Labor,1135.88
6697,2015,Labor,28731.05
6697,2015,Material,62950.76
6697,2016,Labor,17986.72
6697,2016,Material,59543.66
6697,2017,Labor,13269.21
6697,2017,Material,56739.9
6697,2018,Material,12423
6698,2015,Labor,80667.49
6698,2015,Material,498921.07
6698,2016,Labor,102736.17
6698,2016,Material,823539.81
6698,2017,Labor,351992.26
6698,2017,Material,7917735.88
6698,2018,Labor,170927.82
6698,2018,Material,657077.81
6698,2019,Labor,31111.62
6698,2019,Material,9371.68
6699,2016,Labor,1467.49
6699,2016,Material,6750
6699,2017,Labor,8292.15
6699,2017,Material,9650.59
6699,2018,Labor,150664.12
6699,2018,Material,104166.82
6699,2019,Labor,28485.54
6699,2019,Material,59964.94
6700,2015,Labor,5558.25
6700,2016,Labor,21227.16
6700,2016,Material,172344.22
6700,2017,Labor,74281.95
6700,2017,Material,361818.67
6700,2018,Labor,21179.59
6700,2018,Material,127903.39
6700,2019,Labor,9306.66
6700,2019,Material,23325.38
6701,2015,Labor,42244.15
6701,2015,Material,301197.89
6701,2016,Labor,42101.53
6701,2016,Material,147163.9
6701,2017,Labor,222699.62
6701,2017,Material,237003.12
6701,2018,Labor,105498.56
6701,2018,Material,97132.8
6701,2019,Labor,3489.73
6702,2015,Labor,3808.8
6702,2016,Labor,6429.65
6702,2016,Material,88186.61
6702,2017,Labor,1254.53
6702,2017,Material,10554.26
6703,2016,Labor,42.3
6703,2016,Material,5127.5
6704,2016,Labor,42.3
6704,2016,Material,5127.5
6705,2016,Labor,3097.47
6705,2016,Material,40279
6705,2017,Labor,3530.63
6705,2018,Labor,5249
6705,2018,Material,1467
6705,2019,Labor,815.57
6706,2016,Labor,7274.56
6706,2016,Material,805
6706,2017,Labor,29826.22
6706,2017,Material,7069.45
6706,2018,Labor,74126.07
6706,2018,Material,37659.95
6706,2019,Labor,15310.53
6706,2019,Material,10991.4
6707,2016,Labor,7718.4
6707,2016,Material,6040.15
6707,2017,Labor,17293.91
6707,2017,Material,7417.5
6707,2018,Labor,5201.5
6707,2018,Material,920
6707,2019,Labor,2549.21
6708,2018,Labor,17280.16
6708,2018,Material,173209.22
6708,2019,Labor,956.65
6708,2019,Material,8982.6
6709,2018,Labor,2432.85
6709,2018,Material,3489.7
6709,2019,Labor,39345.7
6709,2019,Material,1076663.75
6710,2019,Labor,350.47
6710,2019,Material,2500
6711,2019,Labor,598.06
6750,2014,Labor,9842.5
6750,2014,Material,549764.16
6750,2015,Labor,252725.55
6750,2015,Material,3946867.42
6750,2016,Labor,134964.95
6750,2016,Material,412783.19
6750,2017,Labor,78196.69
6750,2017,Material,312393.58
6750,2018,Labor,11027.04
6750,2018,Material,155229.03
6750,2019,Labor,12864.27
6750,2019,Material,58407.4
6751,2014,Labor,427.78
6751,2015,Material,752309.81
6752,2014,Labor,377.16
6752,2015,Material,93136.83
6753,2014,Labor,377.17
6753,2015,Material,250000
6754,2015,Labor,139252.21
6754,2015,Material,79428.94
6754,2016,Labor,66821.22
6754,2016,Material,441874.7
6754,2017,Labor,120231.61
6754,2017,Material,2240807.5
6754,2018,Labor,52263.15
6754,2018,Material,1622126.43
6755,2014,Material,2316.17
6755,2015,Labor,25632.03
6755,2015,Material,184676.71
6755,2016,Labor,92977.09
6755,2016,Material,530674.26
6755,2017,Labor,117875.32
6755,2017,Material,1856438.92
6755,2018,Labor,2911.24
6755,2018,Material,1300
6755,2019,Labor,375.38
6756,2015,Labor,20726.82
6756,2015,Material,245473.29
6756,2016,Labor,47015.56
6756,2016,Material,394983.22
6756,2017,Labor,109573.83
6756,2017,Material,1144326.03
6756,2018,Labor,3883.69
6756,2018,Material,2214.57
6756,2019,Labor,1260.23
6756,2019,Material,2807.87
6757,2015,Labor,25474.25
6757,2015,Material,24500
6757,2016,Labor,111979.42
6757,2016,Material,421665.45
6757,2017,Labor,265942.05
6757,2017,Material,521862.89
6757,2018,Labor,700552.52
6757,2018,Material,2475945.61
6757,2019,Labor,423061.8
6757,2019,Material,3621878.83
6758,2015,Labor,49895.99
6758,2015,Material,43162.94
6758,2016,Labor,45534.62
6758,2016,Material,283667.94
6758,2017,Material,-850
6759,2015,Labor,31205.36
6759,2015,Material,26400.2
6759,2016,Labor,918.3
6761,2015,Labor,3681.07
6761,2016,Labor,2740.91
6761,2016,Material,111007.42
6762,2015,Labor,27943.19
6762,2015,Material,26031.48
6762,2016,Labor,47320.37
6762,2016,Material,493355.68
6762,2017,Labor,1108.44
6763,2015,Labor,15537.22
6763,2015,Material,20057.16
6763,2016,Labor,11259.19
6763,2016,Material,3593.75
6763,2017,Labor,8370.95
6763,2018,Labor,7838.43
6763,2019,Labor,10540.17
6764,2015,Labor,463.54
6764,2016,Labor,5601.8
6764,2017,Labor,671.08
6765,2015,Labor,36638.5
6765,2015,Material,280460
6765,2016,Labor,13727.4
6765,2016,Material,266634.62
6766,2015,Labor,114553.42
6766,2015,Material,680700.81
6766,2016,Labor,48208.31
6766,2016,Material,763085
6766,2017,Labor,367.72
6767,2015,Labor,28956.88
6767,2015,Material,22815.3
6767,2016,Labor,42085.09
6767,2016,Material,16773.99
6767,2017,Labor,24347.94
6767,2018,Labor,131503.99
6767,2018,Material,54855.53
6767,2019,Labor,129634.32
6767,2019,Material,175759.98
6768,2015,Labor,151689.41
6768,2015,Material,140566.99
6769,2015,Labor,3047.71
6769,2015,Material,10765.53
6770,2015,Labor,38042.37
6770,2015,Material,881606.13
6771,2015,Labor,11695.26
6771,2015,Material,4281.13
6771,2016,Labor,53967.84
6771,2016,Material,72760.03
6771,2017,Labor,50678.28
6771,2017,Material,93785.3
6771,2018,Labor,25622.47
6771,2018,Material,439913.88
6772,2015,Labor,16254.79
6772,2015,Material,131253.23
6772,2016,Labor,49718.71
6772,2016,Material,633546.87
6772,2017,Labor,23918.54
6772,2017,Material,60573.93
6773,2015,Labor,19118.73
6773,2015,Material,126605
6773,2016,Labor,103940.74
6773,2016,Material,669871.15
6773,2017,Labor,8379.01
6774,2015,Labor,16451.28
6774,2015,Material,111396.68
6774,2016,Labor,51819.72
6774,2016,Material,534633.83
6774,2017,Labor,5703.75
6774,2017,Material,1392.76
6774,2018,Labor,413.05
6775,2015,Labor,2875.35
6775,2016,Labor,5865.55
6775,2017,Labor,294.01
6776,2015,Labor,7240.42
6776,2015,Material,5411.25
6776,2016,Labor,11530.4
6776,2016,Material,11315.96
6776,2017,Labor,24521.89
6776,2017,Material,8771.77
6776,2018,Labor,60874.08
6776,2018,Material,39867.21
6776,2019,Labor,58.54
6777,2015,Labor,48480.04
6777,2015,Material,31914.42
6777,2016,Labor,27233.79
6777,2016,Material,54564.54
6777,2017,Labor,32158.3
6777,2017,Material,28866.88
6777,2018,Labor,9755.08
6777,2018,Material,3391.54
6777,2019,Labor,23.3
6778,2015,Labor,59911.58
6778,2015,Material,4442.36
6778,2016,Labor,41019.81
6778,2016,Material,557917.56
6778,2017,Labor,12400.78
6778,2017,Material,331256
6778,2018,Labor,13926.35
6778,2018,Material,679.2
6779,2015,Labor,14703.92
6780,2015,Labor,110677.51
6780,2015,Material,112182.13
6780,2016,Labor,154497.1
6780,2016,Material,2722.19
6780,2017,Labor,216671.72
6780,2018,Labor,250722.2
6780,2019,Labor,134270.56
6781,2015,Labor,1876.58
6781,2015,Material,93329.95
6781,2016,Labor,21659.3
6781,2016,Material,258274.01
6781,2017,Labor,91723.42
6781,2017,Material,1962353.33
6781,2018,Labor,62556.14
6781,2018,Material,964040.39
6782,2015,Material,122383
6782,2016,Material,15310
6783,2015,Material,41191.98
6783,2016,Material,59718.51
6783,2017,Material,4916.84
6784,2015,Labor,6494.94
6784,2015,Material,2624
6784,2016,Labor,70646.91
6784,2016,Material,28863.18
6784,2017,Labor,2518.36
6784,2017,Material,3416
6785,2015,Labor,6099.32
6785,2016,Labor,1173.92
6786,2015,Labor,19674.03
6786,2015,Material,5167.5
6786,2016,Labor,169351.16
6786,2016,Material,192463.53
6786,2017,Labor,57883.45
6786,2017,Material,30248.65
6786,2018,Labor,1039.24
6787,2015,Material,46671.59
6787,2016,Labor,33410.21
6787,2016,Material,413332.49
6787,2017,Labor,120752.89
6787,2017,Material,1876651.97
6787,2018,Labor,70216.26
6787,2018,Material,228478.81
6787,2019,Labor,14486.2
6787,2019,Material,118193.78
6788,2015,Labor,14791.16
6788,2015,Material,16843.87
6788,2016,Labor,36719.67
6788,2016,Material,57663.5
6788,2017,Labor,82337.32
6788,2017,Material,130687.61
6788,2018,Labor,209256.98
6788,2018,Material,2329970.78
6788,2019,Labor,28717.34
6788,2019,Material,67509.22
6789,2015,Labor,197252.27
6789,2015,Material,241628.91
6789,2016,Labor,459379.15
6789,2016,Material,353037.38
6789,2017,Labor,402213.53
6789,2017,Material,244026.28
6789,2018,Labor,43373.6
6789,2019,Labor,3211.84
6790,2015,Material,17870
6790,2016,Material,14699
6791,2015,Labor,6348.17
6791,2015,Material,166.25
6791,2016,Labor,50863.42
6791,2016,Material,757035.25
6792,2015,Labor,5482.4
6792,2016,Labor,30709.54
6792,2016,Material,26809.73
6792,2017,Labor,24642.6
6792,2017,Material,103247.67
6792,2018,Labor,4041.77
6792,2018,Material,19694.27
6792,2019,Labor,4643.84
6792,2019,Material,177.83
6793,2015,Material,117060.23
6793,2016,Material,133263.43
6793,2017,Labor,2037.97
6793,2017,Material,161091.23
6793,2018,Labor,1515.22
6793,2018,Material,247503.59
6793,2019,Labor,8634.07
6793,2019,Material,81833.34
6794,2015,Labor,14090.55
6794,2015,Material,5961.25
6794,2016,Labor,78290.07
6794,2016,Material,421381.04
6794,2017,Labor,164296.03
6794,2017,Material,2507573.3
6794,2018,Labor,45825.82
6794,2018,Material,960497.81
6794,2019,Labor,1920.84
6795,2015,Labor,6764.18
6795,2016,Labor,14587.44
6795,2017,Labor,21110.37
6795,2017,Material,6609.08
6795,2018,Labor,21251.03
6795,2018,Material,109774.14
6795,2019,Labor,5420.32
6795,2019,Material,122040
6796,2015,Material,17131
6796,2016,Labor,21862.56
6796,2016,Material,47508
6796,2017,Labor,15026.51
6796,2017,Material,86001
6797,2015,Labor,1183.35
6797,2015,Material,6570.08
6797,2016,Labor,286955.94
6797,2016,Material,429073.15
6797,2017,Labor,37431.8
6797,2017,Material,66866.3
6797,2018,Material,1628
6798,2015,Labor,1134.65
6798,2015,Material,47.5
6798,2016,Labor,32384.64
6798,2016,Material,90268.55
6799,2015,Labor,6083.68
6799,2015,Material,656.16
6799,2017,Labor,78972.84
6799,2017,Material,40913.44
6800,2016,Labor,180.73
6800,2017,Labor,284.85
6800,2018,Material,33802.1
6802,2016,Labor,22932.1
6802,2016,Material,246533.21
6802,2017,Labor,3155.46
6803,2016,Labor,1051.37
6803,2016,Material,54079.02
6803,2017,Labor,9072.76
6803,2017,Material,477583.86
6803,2018,Material,36574.1
6804,2016,Labor,15957.36
6804,2016,Material,18959.8
6804,2017,Labor,14120.13
6804,2017,Material,2248.75
6804,2018,Labor,29423.26
6804,2018,Material,33.75
6804,2019,Labor,4837.91
6804,2019,Material,352359.4
6805,2016,Labor,13970.34
6805,2016,Material,9304.93
6806,2016,Labor,2170.2
6806,2017,Labor,18947.07
6806,2017,Material,26161.75
6806,2018,Labor,11815.86
6806,2019,Labor,4141.62
6807,2016,Labor,448.48
6808,2016,Labor,1294.37
6808,2017,Labor,4518.65
6808,2018,Labor,29478.89
6808,2018,Material,56.45
6808,2019,Labor,10520.52
6809,2016,Material,26228
6809,2017,Material,22058.79
6809,2019,Labor,176.35
6810,2016,Labor,1111.31
6810,2016,Material,713683
6811,2016,Labor,47000.64
6811,2016,Material,65098.32
6812,2016,Labor,7567.1
6812,2016,Material,40983.11
6812,2017,Labor,30617.91
6812,2017,Material,32334.97
6812,2018,Labor,156906.9
6812,2018,Material,186716.82
6812,2019,Labor,54917.86
6812,2019,Material,484911.6
6813,2016,Labor,5587.21
6813,2016,Material,55377.25
6814,2016,Labor,206.75
6814,2016,Material,9471.28
6814,2017,Labor,5798.31
6814,2017,Material,65125.75
6814,2018,Labor,39862.49
6814,2018,Material,231433.79
6814,2019,Labor,35717.93
6814,2019,Material,59330.33
6815,2016,Labor,22497.27
6815,2017,Labor,45455.09
6815,2018,Labor,54843.61
6815,2019,Labor,30436.11
6816,2016,Labor,14779.35
6816,2017,Labor,20908.55
6816,2018,Labor,17145.56
6816,2019,Labor,10571.12
6817,2016,Labor,6244.61
6817,2016,Material,8613.25
6817,2017,Labor,23336.95
6817,2017,Material,60422.26
6817,2018,Labor,20195.31
6817,2018,Material,408449.65
6817,2019,Labor,1159.44
6818,2016,Labor,6842.3
6820,2016,Labor,1966.38
6820,2016,Material,127147.51
6820,2017,Labor,2148.5
6820,2017,Material,198519.33
6820,2018,Labor,1181.34
6820,2018,Material,1612614.12
6820,2019,Labor,159.55
6821,2016,Labor,8325.11
6821,2016,Material,6076.35
6821,2017,Labor,26032.47
6821,2017,Material,5855.95
6821,2018,Labor,692.81
6822,2016,Labor,34598.29
6822,2016,Material,8727
6822,2017,Labor,33353.93
6822,2018,Labor,5527.59
6823,2016,Labor,4685.95
6823,2017,Labor,15797.42
6823,2017,Material,37799.41
6823,2018,Labor,66963.19
6823,2018,Material,1302720.36
6823,2019,Labor,55149.3
6823,2019,Material,394895.66
6824,2016,Labor,24303.77
6824,2016,Material,26903.04
6824,2017,Labor,94729.09
6824,2017,Material,44515.3
6824,2018,Labor,41441.64
6824,2018,Material,432603.04
6824,2019,Labor,366.5
6824,2019,Material,774
6825,2016,Labor,1684.9
6825,2016,Material,49556.8
6825,2017,Labor,26408
6825,2017,Material,214082.57
6825,2018,Labor,88874.69
6825,2018,Material,942379.97
6825,2019,Labor,4961.17
6825,2019,Material,4236.64
6826,2016,Labor,7307.78
6826,2017,Labor,19997.39
6826,2018,Labor,45700.5
6826,2018,Material,72536.33
6826,2019,Labor,19024.59
6826,2019,Material,56738.94
6827,2016,Labor,8329.23
6827,2016,Material,3448.44
6827,2017,Labor,28880.87
6827,2017,Material,19568.58
6827,2018,Labor,49734.5
6827,2018,Material,792318.62
6827,2019,Labor,64875.41
6827,2019,Material,275170.68
6828,2016,Labor,11387.66
6828,2016,Material,192.75
6828,2017,Labor,8944.61
6828,2018,Labor,1998.18
6828,2018,Material,4350
6828,2019,Labor,16066.89
6828,2019,Material,7479
6829,2016,Labor,6785.24
6829,2016,Material,109413.21
6829,2017,Labor,18341.03
6829,2017,Material,32565.07
6829,2018,Material,7162.62
6831,2016,Labor,26648.94
6831,2016,Material,43656.97
6831,2017,Labor,61680.76
6831,2017,Material,965375.47
6831,2018,Labor,5996.64
6832,2016,Labor,942.17
6832,2017,Labor,98.79
6832,2018,Labor,190.56
6832,2018,Material,52329.6
6832,2019,Labor,2698.73
6832,2019,Material,109562.7
6833,2017,Labor,24528.6
6833,2017,Material,14903
6833,2018,Labor,67831.11
6833,2018,Material,124386.26
6833,2019,Labor,70443.34
6833,2019,Material,556443.33
6834,2017,Labor,24635.93
6834,2017,Material,32616.04
6834,2018,Labor,49394.89
6834,2018,Material,72114.19
6834,2019,Labor,97223.69
6834,2019,Material,3763.55
6835,2017,Labor,27472.51
6835,2017,Material,220553.41
6835,2018,Labor,4361.31
6835,2018,Material,35289.39
6836,2017,Labor,10351.33
6836,2017,Material,136863.94
6836,2018,Labor,5050.07
6836,2018,Material,68257.27
6837,2017,Material,251955.74
6837,2018,Material,261895.78
6837,2019,Material,113780
6838,2017,Material,71780.8
6839,2017,Material,255308.2
6840,2017,Material,149144.76
6840,2018,Material,126152.66
6840,2019,Material,56718.16
6841,2017,Material,631779.8
6841,2018,Material,855459
6841,2019,Material,29560.8
6842,2017,Labor,6891.16
6842,2018,Labor,8556.99
6842,2019,Labor,958.15
6843,2017,Labor,1309.62
6843,2017,Material,202876.82
6843,2018,Material,141208.64
6843,2019,Material,2634.1
6844,2017,Material,32315.63
6844,2018,Material,205936.61
6844,2019,Material,83600.62
6845,2018,Labor,112.94
6845,2018,Material,13289.95
6845,2019,Material,3458
6846,2017,Labor,26375.4
6846,2017,Material,241.34
6846,2018,Labor,17124.47
6846,2018,Material,99377.71
6847,2017,Material,22660.94
6847,2018,Labor,26065.57
6847,2018,Material,64944.67
6848,2017,Material,26550
6848,2018,Labor,28294.14
6848,2018,Material,210696.66
6848,2019,Labor,6047.68
6848,2019,Material,23670.86
6849,2017,Labor,24369.67
6849,2017,Material,177402.44
6849,2018,Labor,25285.64
6849,2018,Material,220235.39
6849,2019,Labor,8417.79
6849,2019,Material,28602.94
6850,2017,Labor,46660.41
6850,2017,Material,229581.03
6850,2018,Labor,3564.49
6850,2018,Material,271017.72
6850,2019,Labor,969.45
6850,2019,Material,135906.59
6851,2017,Material,197952.81
6852,2017,Labor,13606.97
6852,2018,Labor,2181.67
6853,2017,Labor,37608.43
6853,2017,Material,164130.77
6853,2018,Labor,36659.96
6853,2018,Material,152850.97
6853,2019,Labor,18024.11
6853,2019,Material,73800.87
6854,2017,Labor,12229.42
6854,2017,Material,23825.23
6854,2018,Labor,20897.28
6854,2018,Material,12553.06
6855,2017,Labor,7591.53
6855,2017,Material,257317.57
6855,2018,Labor,27102.8
6855,2018,Material,499161.49
6855,2019,Labor,30205.42
6855,2019,Material,184817.3
6856,2017,Labor,51179.47
6856,2017,Material,116988.88
6856,2018,Labor,55847.65
6856,2018,Material,279344.81
6856,2019,Labor,19292.42
6856,2019,Material,49023.75
6857,2017,Labor,36613.05
6857,2017,Material,52803.87
6858,2017,Labor,136693.61
6858,2017,Material,143171.75
6858,2018,Labor,42778.66
6858,2018,Material,93869.55
6859,2017,Labor,50825.19
6859,2017,Material,55896.69
6859,2018,Labor,140156.99
6859,2018,Material,62953.71
6859,2019,Labor,1782.48
6859,2019,Material,7820
6861,2017,Labor,18155.89
6861,2017,Material,14242.75
6861,2018,Labor,44895.62
6861,2018,Material,29561.56
6862,2017,Labor,11644.92
6862,2017,Material,37798.39
6862,2018,Labor,6528.46
6862,2018,Material,4342.16
6863,2017,Labor,16362.62
6863,2017,Material,67836.87
6863,2018,Labor,12784.96
6863,2018,Material,61967.5
6863,2019,Labor,947.59
6864,2017,Labor,599.35
6864,2018,Labor,36631.05
6864,2018,Material,48408.29
6864,2019,Labor,11828.08
6864,2019,Material,87738.96
6865,2017,Material,25164.49
6866,2017,Labor,29983.78
6866,2017,Material,43640.38
6866,2018,Labor,131250.03
6866,2018,Material,852503.94
