ProjectId,ProjectName,PlantingYear,MaterialType,Units,LatinName,SpeciesCategory,SpeciesType,WetlandIndicatorCode,StockType
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Malus fusca (Western crabapple) - Bare Root,100,Malus fusca,Native Woody,Tree,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Abies grandis (Grand fir) - Bare Root,500,Abies grandis,Native Woody,Tree,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Acer circinatum (Vine Maple) - Bare Root,500,Acer circinatum,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Cornus sericea (Red osier dogwood) - Bare Root,200,Cornus sericea,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Rubus parviflorus (Thimbleberry) - Bare Root,500,Rubus parviflorus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Alnus rubra (Red Alder) - Bare Root,600,Alnus rubra,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Salix scouleriana (Scoulers Willow) - Bare Root,500,Salix scouleriana,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Sambucus cerulea (Blue Elderberry) - Bare Root,500,Sambucus nigra ssp. cerulea,Native Woody,Shrub,NI,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Rhamnus purshiana (Cascara) - Bare Root,400,Rhamnus purshiana,Native Woody,Tree,NI,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2009,Prunus virginiana (Chokecherry) - Bare Root,105,Prunus virginiana,Native Woody,Tree,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Acer circinatum (Vine Maple) - Bare Root,200,Acer circinatum,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Acer macrophyllum (Bigleaf maple) - Bare Root,100,Acer macrophyllum,Native Woody,Tree,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Oemleria cerasiformis (Indian Plum) - Bare Root,300,Oemleria cerasiformis,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Cornus sericea (Red osier dogwood) - Bare Root,150,Cornus sericea,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Mahonia aquifolium (Tall Oregon grape) - Bare Root,600,Mahonia aquifolium,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Physocarpus capitatus (Pacific Ninebark) - Bare Root,200,Physocarpus capitatus,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Rosa pisocarpa (Swamp rose) - Bare Root,150,Rosa pisocarpa,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Rubus parviflorus (Thimbleberry) - Bare Root,350,Rubus parviflorus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Alnus rubra (Red Alder) - Bare Root,50,Alnus rubra,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Fraxinus latifolia (Oregon ash) - Bare Root,100,Fraxinus latifolia,Native Woody,Tree,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Philadelphus lewisii (Mock Orange) - Bare Root,100,Philadelphus lewisii,Native Woody,Shrub,NI,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Symphoricarpos albus (Common Snowberry) - Bare Root,100,Symphoricarpos albus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Thuja plicata (Western red cedar) - Bare Root,50,Thuja plicata,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Sambucus racemosa (Red Elderberry) - Bare Root,500,Sambucus racemosa,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2010,Rubus spectabilis (Salmonberry) - Bare Root,50,Rubus spectabilis,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Acer circinatum (Vine Maple) - Bare Root,500,Acer circinatum,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Acer macrophyllum (Bigleaf maple) - Bare Root,250,Acer macrophyllum,Native Woody,Tree,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Abies grandis (Grand fir) - Bare Root,250,Abies grandis,Native Woody,Tree,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Physocarpus capitatus (Pacific Ninebark) - Bare Root,500,Physocarpus capitatus,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Symphoricarpos albus (Common Snowberry) - Bare Root,500,Symphoricarpos albus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Rosa pisocarpa (Swamp rose) - Bare Root,500,Rosa pisocarpa,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Oemleria cerasiformis (Indian Plum) - Bare Root,500,Oemleria cerasiformis,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Alnus rubra (Red Alder) - Bare Root,250,Alnus rubra,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Spiraea douglasii (Douglas Spiraea) - Bare Root,500,Spiraea douglasii,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Salix piperi (Piper Willow) - Bare Root,500,Salix piperi,Not Listed,Not Listed,Not Listed,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Fraxinus latifolia (Oregon ash) - Bare Root,250,Fraxinus latifolia,Native Woody,Tree,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2011,Salix scouleriana (Scoulers Willow) - Bare Root,500,Salix scouleriana,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Acer circinatum (Vine Maple) - Bare Root,1300,Acer circinatum,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Physocarpus capitatus (Pacific Ninebark) - Bare Root,1300,Physocarpus capitatus,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Symphoricarpos albus (Common Snowberry) - Bare Root,1300,Symphoricarpos albus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Rosa gymnocarpa (Baldhip rose) - Bare Root,50,Rosa gymnocarpa,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Rosa pisocarpa (Swamp rose) - Bare Root,800,Rosa pisocarpa,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Oemleria cerasiformis (Indian Plum) - Bare Root,500,Oemleria cerasiformis,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Salix sitchensis (Sitka Willow) - Bare Root,200,Salix sitchensis,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Spiraea douglasii (Douglas Spiraea) - Bare Root,800,Spiraea douglasii,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Mahonia aquifolium (Tall Oregon grape) - Bare Root,550,Mahonia aquifolium,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Salix piperi (Piper Willow) - Bare Root,200,Salix piperi,Not Listed,Not Listed,Not Listed,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Crataegus douglasii (Black Hawthorn) - Bare Root,200,Crataegus douglasii,Native Woody,Tree,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Fraxinus latifolia (Oregon ash) - Bare Root,400,Fraxinus latifolia,Native Woody,Tree,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Cornus sericea (Red osier dogwood) - Bare Root,800,Cornus sericea,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Rubus parviflorus (Thimbleberry) - Bare Root,800,Rubus parviflorus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Salix scouleriana (Scoulers Willow) - Bare Root,200,Salix scouleriana,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2012,Sambucus racemosa (Red Elderberry) - Bare Root,600,Sambucus racemosa,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Abies grandis (Grand fir) - Bare Root,200,Abies grandis,Native Woody,Tree,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Rubus parviflorus (Thimbleberry) - Bare Root,1000,Rubus parviflorus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Symphoricarpos albus (Common Snowberry) - Bare Root,350,Symphoricarpos albus,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Physocarpus capitatus (Pacific Ninebark) - Bare Root,550,Physocarpus capitatus,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Spiraea douglasii (Douglas Spiraea) - Bare Root,200,Spiraea douglasii,Native Woody,Shrub,FACW,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Rubus spectabilis (Salmonberry) - Bare Root,150,Rubus spectabilis,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Sambucus racemosa (Red Elderberry) - Bare Root,1000,Sambucus racemosa,Native Woody,Shrub,FACU,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Lonicera involucrata (Black Twinberry) - Bare Root,500,Lonicera involucrata,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Euonymus occidentalis (Western wahoo) - Bare Root,197,Euonymus occidentalis,Native Woody,Shrub,FAC,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Sambucus cerulea (Blue Elderberry) - Bare Root,350,Sambucus nigra ssp. cerulea,Native Woody,Shrub,NI,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Rhamnus purshiana (Cascara) - Bare Root,400,Rhamnus purshiana,Native Woody,Tree,NI,Bare Root
141,Fanno Creek - Hall Blvd to Ash Ave,2013,Thuja plicata (Western red cedar) - Bare Root,100,Thuja plicata,Native Woody,Tree,FAC,Bare Root
