ProjectId,ProjectName,PlantingYear,MaterialType,Units,LatinName,SpeciesCategory,SpeciesType,WetlandIndicatorCode,StockType
1080,Fanno Creek - Greenway Park,2016,Scirpus microcarpus (Small-fruited bullrush) - Container,200,Scirpus microcarpus,Native Herbaceous,Rush,OBL,Container
1080,Fanno Creek - Greenway Park,2016,Carex aquatilis (water sedge) - Plug,1150,Carex aquatilis,Not Listed,Not Listed,Not Listed,Plug
1080,Fanno Creek - Greenway Park,2016,Carex utriculata (beaked sedge) - Plug,2000,Carex rostrata,Native Herbaceous,Sedge,OBL,Plug
1080,Fanno Creek - Greenway Park,2016,Leersia oryzoides (rice cut grass) - Plug,1000,Leersia oryzoides,Native Herbaceous,Grass,OBL,Plug
1080,Fanno Creek - Greenway Park,2016,Polygonum hydropiperoides (waterpepper) - Plug,500,Polygonum hydropiperoides,Not Listed,Not Listed,Not Listed,Plug
1080,Fanno Creek - Greenway Park,2016,Sagittaria latifolia (wapato) - Bulb,1000,Sagittaria latifolia,Native Herbaceous,Forb,OBL,Bulb
1080,Fanno Creek - Greenway Park,2016,Scirpus acutus (Softstem bullrush) - Plug,2284,Scirpus acutus,Not Listed,Not Listed,Not Listed,Plug
1080,Fanno Creek - Greenway Park,2016,Scirpus microcarpus (Small-fruited bullrush) - Plug,3450,Scirpus microcarpus,Native Herbaceous,Rush,OBL,Plug
1080,Fanno Creek - Greenway Park,2016,Sparganium emersum ssp. Emersum (blur-reed) - Plug,850,Sparganium emersum ssp. Emersum,Not Listed,Not Listed,Not Listed,Plug
1080,Fanno Creek - Greenway Park,2016,Carex obnupta (Slough sedge) - Plug,525,Carex obnupta,Native Herbaceous,Sedge,OBL,Plug
